MASA PEROLEHAN,NILAI PEROLEHAN,Aset_Baru,Perolehan_Mahal,Akum_Jan_Tinggi,Akum_Des_Tinggi,S1_DiAtasRata,S2_DiAtasRata,Selisih_Semester,Umur_Aset,Penyusutan Semester 1,Penyusutan Semester 2
2019,585000.0,1,0,0,0,0,0,0.0,6,0.0,0.0
2019,585000.0,1,0,0,0,0,0,0.0,6,0.0,0.0
2017,993000.0,0,0,0,0,0,0,0.0,8,0.0,0.0
2017,993000.0,0,0,0,0,0,0,0.0,8,0.0,0.0
2017,993000.0,0,0,0,0,0,0,0.0,8,0.0,0.0
2017,993000.0,0,0,0,0,0,0,0.0,8,0.0,0.0
2017,993000.0,0,0,0,0,0,0,0.0,8,0.0,0.0
2018,1725000.0,0,0,0,0,0,0,0.0,7,0.0,0.0
2018,1725000.0,0,0,0,0,0,0,0.0,7,0.0,0.0
2018,1725000.0,0,0,0,0,0,0,0.0,7,0.0,0.0
2018,1725000.0,0,0,0,0,0,0,0.0,7,0.0,0.0
2018,1725000.0,0,0,0,0,0,0,0.0,7,0.0,0.0
2018,1725000.0,0,0,0,0,0,0,0.0,7,0.0,0.0
2019,1400000.0,1,0,0,0,0,0,0.0,6,0.0,0.0
2019,1400000.0,1,0,0,0,0,0,0.0,6,0.0,0.0
2019,1400000.0,1,0,0,0,0,0,0.0,6,0.0,0.0
2019,1400000.0,1,0,0,0,0,0,0.0,6,0.0,0.0
2019,1400000.0,1,0,0,0,0,0,0.0,6,0.0,0.0
2019,1400000.0,1,0,0,0,0,0,0.0,6,0.0,0.0
2019,1400000.0,1,0,0,0,0,0,0.0,6,0.0,0.0
2019,1400000.0,1,0,0,0,0,0,0.0,6,0.0,0.0
2019,1400000.0,1,0,0,0,0,0,0.0,6,0.0,0.0
2019,1400000.0,1,0,0,0,0,0,0.0,6,0.0,0.0
2019,1400000.0,1,0,0,0,0,0,0.0,6,0.0,0.0
2019,1400000.0,1,0,0,0,0,0,0.0,6,0.0,0.0
2019,1400000.0,1,0,0,0,0,0,0.0,6,0.0,0.0
2019,1400000.0,1,0,0,0,0,0,0.0,6,0.0,0.0
2019,1400000.0,1,0,0,0,0,0,0.0,6,0.0,0.0
2010,4645000.0,0,1,1,1,0,0,0.0,15,0.0,0.0
2010,4645000.0,0,1,1,1,0,0,0.0,15,0.0,0.0
2010,1500000.0,0,0,0,0,0,0,0.0,15,0.0,0.0
2017,755000.0,0,0,0,0,0,0,0.0,8,0.0,0.0
2017,755000.0,0,0,0,0,0,0,0.0,8,0.0,0.0
2017,755000.0,0,0,0,0,0,0,0.0,8,0.0,0.0
2017,755000.0,0,0,0,0,0,0,0.0,8,0.0,0.0
2017,755000.0,0,0,0,0,0,0,0.0,8,0.0,0.0
2013,2900714.0,0,0,1,1,0,0,0.0,12,0.0,0.0
2013,2900714.0,0,0,1,1,0,0,0.0,12,0.0,0.0
2013,2900714.0,0,0,1,1,0,0,0.0,12,0.0,0.0
2023,2475000.0,1,0,0,0,0,0,0.0,2,247500.0,247500.0
2024,30990162.0,1,1,0,1,1,1,0.0,1,3099016.0,3099016.0
2013,1496000.0,0,0,0,0,0,0,0.0,12,0.0,0.0
2016,1900000.0,0,0,0,0,0,0,0.0,9,0.0,0.0
2016,1900000.0,0,0,0,0,0,0,0.0,9,0.0,0.0
2016,1900000.0,0,0,0,0,0,0,0.0,9,0.0,0.0
2016,2000000.0,0,0,0,0,0,0,0.0,9,0.0,0.0
2016,2000000.0,0,0,0,0,0,0,0.0,9,0.0,0.0
2019,1764480.0,1,0,0,0,0,0,0.0,6,0.0,0.0
2024,2150000.0,1,0,0,0,0,0,0.0,1,215000.0,215000.0
2024,2150000.0,1,0,0,0,0,0,0.0,1,215000.0,215000.0
2019,4000000.0,1,1,1,1,0,0,0.0,6,0.0,0.0
2017,22016000.0,0,1,1,1,0,0,0.0,8,0.0,0.0
2017,1500000.0,0,0,0,0,0,0,0.0,8,0.0,0.0
2017,1500000.0,0,0,0,0,0,0,0.0,8,0.0,0.0
2017,1500000.0,0,0,0,0,0,0,0.0,8,0.0,0.0
2017,1500000.0,0,0,0,0,0,0,0.0,8,0.0,0.0
2021,1743500.0,1,0,0,0,0,0,0.0,4,174350.0,174350.0
2021,1743500.0,1,0,0,0,0,0,0.0,4,174350.0,174350.0
2021,1743500.0,1,0,0,0,0,0,0.0,4,174350.0,174350.0
2021,1743500.0,1,0,0,0,0,0,0.0,4,174350.0,174350.0
2017,1600000.0,0,0,0,0,0,0,0.0,8,0.0,0.0
2017,1600000.0,0,0,0,0,0,0,0.0,8,0.0,0.0
2017,1600000.0,0,0,0,0,0,0,0.0,8,0.0,0.0
2017,1600000.0,0,0,0,0,0,0,0.0,8,0.0,0.0
2017,1600000.0,0,0,0,0,0,0,0.0,8,0.0,0.0
2019,1423323.0,1,0,0,0,0,0,0.0,6,0.0,0.0
2019,1423323.0,1,0,0,0,0,0,0.0,6,0.0,0.0
2020,1408813.0,1,0,0,0,0,0,-1.0,5,140882.0,140881.0
2020,1408813.0,1,0,0,0,0,0,-1.0,5,140882.0,140881.0
2018,1050000.0,0,0,0,0,0,0,0.0,7,0.0,0.0
2020,1050000.0,1,0,0,0,0,0,0.0,5,105000.0,105000.0
2020,1159923.0,1,0,0,0,0,0,1.0,5,115992.0,115993.0
2021,1175000.0,1,0,0,0,0,0,0.0,4,117500.0,117500.0
2021,1175000.0,1,0,0,0,0,0,0.0,4,117500.0,117500.0
2021,1175000.0,1,0,0,0,0,0,0.0,4,117500.0,117500.0
2021,1175000.0,1,0,0,0,0,0,0.0,4,117500.0,117500.0
2021,1175000.0,1,0,0,0,0,0,0.0,4,117500.0,117500.0
2021,1175000.0,1,0,0,0,0,0,0.0,4,117500.0,117500.0
2021,1175000.0,1,0,0,0,0,0,0.0,4,117500.0,117500.0
2021,1175000.0,1,0,0,0,0,0,0.0,4,117500.0,117500.0
2021,1175000.0,1,0,0,0,0,0,0.0,4,117500.0,117500.0
2021,1175000.0,1,0,0,0,0,0,0.0,4,117500.0,117500.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3677430.0,1,0,0,0,1,1,0.0,3,367743.0,367743.0
2022,3725000.0,1,0,0,0,1,1,0.0,3,372500.0,372500.0
2011,1560000.0,0,0,0,0,0,0,0.0,14,0.0,0.0
2011,1560000.0,0,0,0,0,0,0,0.0,14,0.0,0.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,3507182.0,1,0,0,0,1,1,0.0,3,350718.0,350718.0
2022,2381250.0,1,0,0,0,0,0,0.0,3,238125.0,238125.0
2022,2381250.0,1,0,0,0,0,0,0.0,3,238125.0,238125.0
2022,2381250.0,1,0,0,0,0,0,0.0,3,238125.0,238125.0
2022,2381250.0,1,0,0,0,0,0,0.0,3,238125.0,238125.0
2022,2381250.0,1,0,0,0,0,0,0.0,3,238125.0,238125.0
2023,2593900.0,1,0,0,0,1,1,0.0,2,259390.0,259390.0
2023,2593900.0,1,0,0,0,1,1,0.0,2,259390.0,259390.0
2023,2593900.0,1,0,0,0,1,1,0.0,2,259390.0,259390.0
2013,7461700.0,0,1,1,1,0,0,0.0,12,0.0,0.0
2013,8801695.0,0,1,1,1,0,0,0.0,12,0.0,0.0
2024,47026000.0,1,1,0,1,1,1,0.0,1,4702600.0,4702600.0
2009,1760000.0,0,0,0,0,0,0,0.0,16,0.0,0.0
2019,14225250.0,1,1,1,1,0,0,0.0,6,0.0,0.0
2019,11139924.0,1,1,1,1,0,0,0.0,6,0.0,0.0
2021,11900000.0,1,1,1,1,1,1,0.0,4,1190000.0,1190000.0
2021,1310000.0,1,0,0,0,0,0,0.0,4,131000.0,131000.0
2021,1310000.0,1,0,0,0,0,0,0.0,4,131000.0,131000.0
2021,1310000.0,1,0,0,0,0,0,0.0,4,131000.0,131000.0
2021,1310000.0,1,0,0,0,0,0,0.0,4,131000.0,131000.0
2021,1310000.0,1,0,0,0,0,0,0.0,4,131000.0,131000.0
2021,1310000.0,1,0,0,0,0,0,0.0,4,131000.0,131000.0
2021,1310000.0,1,0,0,0,0,0,0.0,4,131000.0,131000.0
2021,1310000.0,1,0,0,0,0,0,0.0,4,131000.0,131000.0
2021,1310000.0,1,0,0,0,0,0,0.0,4,131000.0,131000.0
2021,1310000.0,1,0,0,0,0,0,0.0,4,131000.0,131000.0
2021,1040000.0,1,0,0,0,0,0,0.0,4,104000.0,104000.0
2021,1040000.0,1,0,0,0,0,0,0.0,4,104000.0,104000.0
2021,1040000.0,1,0,0,0,0,0,0.0,4,104000.0,104000.0
2021,1040000.0,1,0,0,0,0,0,0.0,4,104000.0,104000.0
2021,1040000.0,1,0,0,0,0,0,0.0,4,104000.0,104000.0
2021,1040000.0,1,0,0,0,0,0,0.0,4,104000.0,104000.0
2021,1040000.0,1,0,0,0,0,0,0.0,4,104000.0,104000.0
2021,1040000.0,1,0,0,0,0,0,0.0,4,104000.0,104000.0
2021,1040000.0,1,0,0,0,0,0,0.0,4,104000.0,104000.0
2021,1040000.0,1,0,0,0,0,0,0.0,4,104000.0,104000.0
2022,1364330.0,1,0,0,0,0,0,0.0,3,136433.0,136433.0
2022,1584330.0,1,0,0,0,0,0,0.0,3,158433.0,158433.0
2022,1364330.0,1,0,0,0,0,0,0.0,3,136433.0,136433.0
2022,1584330.0,1,0,0,0,0,0,0.0,3,158433.0,158433.0
2022,1364330.0,1,0,0,0,0,0,0.0,3,136433.0,136433.0
2022,1584330.0,1,0,0,0,0,0,0.0,3,158433.0,158433.0
2022,1364330.0,1,0,0,0,0,0,0.0,3,136433.0,136433.0
2022,1584330.0,1,0,0,0,0,0,0.0,3,158433.0,158433.0
2022,1364330.0,1,0,0,0,0,0,0.0,3,136433.0,136433.0
2022,1584330.0,1,0,0,0,0,0,0.0,3,158433.0,158433.0
2018,97286125.0,0,1,1,1,0,0,0.0,7,0.0,0.0
2006,2285000.0,0,0,0,0,0,0,0.0,19,0.0,0.0
2006,2285000.0,0,0,0,0,0,0,0.0,19,0.0,0.0
2011,4809420.0,0,1,1,1,0,0,0.0,14,0.0,0.0
2011,4435200.0,0,1,1,1,0,0,0.0,14,0.0,0.0
2011,4435200.0,0,1,1,1,0,0,0.0,14,0.0,0.0
2011,4435200.0,0,1,1,1,0,0,0.0,14,0.0,0.0
2020,1515714.0,1,0,0,0,0,0,1.0,5,151571.0,151572.0
2017,1500000.0,0,0,0,0,0,0,0.0,8,0.0,0.0
2017,1500000.0,0,0,0,0,0,0,0.0,8,0.0,0.0
2017,1500000.0,0,0,0,0,0,0,0.0,8,0.0,0.0
2017,1500000.0,0,0,0,0,0,0,0.0,8,0.0,0.0
2017,1500000.0,0,0,0,0,0,0,0.0,8,0.0,0.0
2021,1100000.0,1,0,0,0,0,0,0.0,4,110000.0,110000.0
2023,131500000.0,1,1,1,1,1,1,0.0,2,13150000.0,13150000.0
2024,4250000.0,1,1,0,0,1,1,0.0,1,425000.0,425000.0
2005,20608000.0,0,1,1,1,0,0,0.0,20,0.0,0.0
2021,1210000.0,1,0,0,0,0,0,0.0,4,121000.0,121000.0
2018,1441505.0,0,0,0,0,0,0,0.0,7,0.0,0.0
2018,1397060.0,0,0,0,0,0,0,0.0,7,0.0,0.0
2019,1584431.0,1,0,0,0,0,0,0.0,6,0.0,0.0
2019,1584431.0,1,0,0,0,0,0,0.0,6,0.0,0.0
2019,1370331.0,1,0,0,0,0,0,0.0,6,0.0,0.0
2019,1370331.0,1,0,0,0,0,0,0.0,6,0.0,0.0
2019,1370331.0,1,0,0,0,0,0,0.0,6,0.0,0.0
2020,3239906.0,1,0,1,1,1,1,1.0,5,323990.0,323991.0
2023,2889000.0,1,0,0,0,1,1,0.0,2,288900.0,288900.0
2023,2889000.0,1,0,0,0,1,1,0.0,2,288900.0,288900.0
2023,49914000.0,1,1,1,1,1,1,0.0,2,4991400.0,4991400.0
2013,4800880.0,0,1,1,1,0,0,0.0,12,0.0,0.0
2021,1390000.0,1,0,0,0,0,0,0.0,4,139000.0,139000.0
2019,1720000.0,1,0,0,0,0,0,0.0,6,0.0,0.0
2019,1720000.0,1,0,0,0,0,0,0.0,6,0.0,0.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1753588.0,1,0,0,0,0,0,0.0,3,175359.0,175359.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2022,1363905.0,1,0,0,0,0,0,-1.0,3,136391.0,136390.0
2023,3052500.0,1,0,0,0,1,1,0.0,2,305250.0,305250.0
2023,3052500.0,1,0,0,0,1,1,0.0,2,305250.0,305250.0
2023,3052500.0,1,0,0,0,1,1,0.0,2,305250.0,305250.0
2013,7916667.0,0,1,1,1,0,0,0.0,12,0.0,0.0
2017,2500000.0,0,0,1,0,0,0,0.0,8,0.0,0.0
2017,2500000.0,0,0,1,0,0,0,0.0,8,0.0,0.0
2011,2172500.0,0,0,0,0,0,0,0.0,14,0.0,0.0
2024,1150000.0,1,0,0,0,0,0,0.0,1,115000.0,115000.0
2021,4200000.0,1,1,1,1,1,1,0.0,4,420000.0,420000.0
2020,237119220.0,1,1,1,1,1,1,0.0,5,23711922.0,23711922.0
2021,205569485.0,1,1,1,1,1,1,1.0,4,20556948.0,20556949.0
2018,1600000.0,0,0,0,0,0,0,0.0,7,0.0,0.0
2018,1600000.0,0,0,0,0,0,0,0.0,7,0.0,0.0
2018,1600000.0,0,0,0,0,0,0,0.0,7,0.0,0.0
2018,3207000.0,0,0,1,1,0,0,0.0,7,0.0,0.0
2018,3207000.0,0,0,1,1,0,0,0.0,7,0.0,0.0
2018,2400000.0,0,0,1,0,0,0,0.0,7,0.0,0.0
2024,30000000.0,1,1,0,1,1,1,0.0,1,3000000.0,3000000.0
2017,1825000.0,0,0,0,0,0,0,0.0,8,0.0,0.0
2017,1825000.0,0,0,0,0,0,0,0.0,8,0.0,0.0
2024,12690000.0,1,1,0,0,1,1,0.0,1,1269000.0,1269000.0
2024,12500000.0,1,1,0,0,1,1,0.0,1,1250000.0,1250000.0
2013,7112050.0,0,1,1,1,0,0,0.0,12,0.0,0.0
